h1      7.7954117516e-05   7.7954117516e-05   
h2      1.1389892075e-12   5.6949460377e-13   
he3     3.1006828205e-12   1.0335609402e-12   
he4     4.3297583287e-02   1.0824395822e-02   
li6     1.0462407069e-15   1.7437345115e-16   
li7     3.6061883239e-12   5.1516976055e-13   
be9     3.7780474250e-15   4.1978304722e-16   
b10     8.1275859538e-14   8.1275859538e-15   
b11     1.3136245087e-12   1.1942040988e-13   
c12     2.4066475159e-05   2.0055395966e-06   
c13     3.0766895204e-10   2.3666842464e-11   
n14     1.6383798109e-09   1.1702712935e-10   
n15     1.3488088089e-08   8.9920587262e-10   
o16     1.5449716102e-07   9.6560725639e-09   
o17     9.1924414609e-10   5.4073185064e-11   
o18     2.5494372169e-07   1.4163540094e-08   
f19     1.7441355116e-07   9.1796605871e-09   
ne20    3.1893286211e-07   1.5946643106e-08   
ne21    2.7124560180e-08   1.2916457228e-09   
ne22    3.7887820251e-07   1.7221736478e-08   
na23    6.3285664419e-09   2.7515506269e-10   
mg24    5.3014505351e-07   2.2089377230e-08   
mg25    2.4026969159e-08   9.6107876636e-10   
mg26    2.7404905181e-08   1.0540348147e-09   
al27    2.6111832173e-08   9.6710489529e-10   
si28    6.4543385427e-06   2.3051209081e-07   
si29    3.3109270219e-08   1.1416989731e-09   
si30    2.8600395189e-07   9.5334650631e-09   
p31     4.7297027313e-07   1.5257105585e-08   
s32     2.6607215176e-05   8.3147547426e-07   
s33     1.1331446075e-07   3.4337715379e-09   
s34     1.6697987111e-06   4.9111726796e-08   
s36     1.6232953108e-08   4.5091536410e-10   
cl35    6.9469551460e-06   1.9848443274e-07   
cl37    1.0027778066e-07   2.7102102882e-09   
ar36    2.1567777143e-05   5.9910492063e-07   
ar38    2.8561892189e-06   7.5162874182e-08   
ar40    4.5933342304e-08   1.1483335576e-09   
k39     1.7511641116e-05   4.4901643887e-07   
k40     1.6349452108e-09   4.0873630271e-11   
k41     4.7265714313e-07   1.1528223003e-08   
ca40    2.0103296133e-04   5.0258240333e-06   
ca42    2.3272211154e-06   5.5410026557e-08   
ca43    3.0134254200e-06   7.0079660929e-08   
ca44    7.6205770505e-05   1.7319493297e-06   
ca46    1.3233528088e-06   2.8768539321e-08   
ca48    3.9561510262e-03   8.2419813046e-05   
sc45    4.8377394320e-07   1.0750532071e-08   
ti46    1.4812589098e-06   3.2201280648e-08   
ti47    1.0804860072e-05   2.2989063982e-07   
ti48    1.8345647121e-04   3.8220098170e-06   
ti49    2.9269678194e-04   5.9734037130e-06   
ti50    4.6944400311e-03   9.3888800622e-05   
v50     2.8449189188e-09   5.6898378377e-11   
v51     2.6453400175e-03   5.1869412108e-05   
cr50    9.3166383617e-06   1.8633276723e-07   
